"","nnd_to_prev","lek_id","date_prev","date_now","period"
"164",0.599047676876188,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"165",0.810009148779632,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"166",0.121340229310498,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"167",7.38807266369591,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"168",3.03398504364825,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"169",20.0367988132273,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"170",1.24628971887631,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"171",1.4558679445709,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"172",0.199177962023652,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"173",0.5170293799197,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"174",3.54824771650913,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"175",1.38772407703912,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"176",2.5449344688913,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"177",1.98875000815423,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"178",0.767151898043137,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"179",3.48351913331864,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"180",1.04652918184301,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"181",0.701159957159148,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"182",2.91616552427134,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"183",9.28130051270579,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"184",2.55012433175476,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"185",2.80406070862211,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"186",24.8502069044244,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"187",43.9527937895014,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"188",43.1182494499958,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"189",11.5165348678353,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"190",36.3354040375446,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"191",0.63595714801211,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"192",0.358201887101768,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"193",17.6857687628661,"TalChhapar_TC",2012-10-01,2014-02-01,"2012-2014"
"194",3.51897756435508,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"195",2.03369725189744,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"196",1.37959321422091,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"197",9.93103084054817,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"198",2.24336398320891,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"199",0.732619084213463,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
